Id,LivingArea1stFlrSF,LivingArea2ndFlrSF,BathroomFullTotal,BathroomHalfTotal,Bedrooms,Fireplaces,GarageAreaSF,GarageCars,GarageYrBlt,LivingAreaTotalSF,KitchenAbvGr,LotAreaSF,LotFrontageFeet,MiscVal,MoSold,Porch3SeasonSF,PorchEnclosedSF,PorchOpenSF,PorchScreenSF,SalePrice,BsmtTotalSF,YearBuilt,YearRemodAdd,YrSold,BuildingAreaTotalSF,OtherRooms,MSZoning,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasonryVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,GarageType,GarageFinish,PavedDrive,SaleType,SaleCondition,MasonryVnr,WoodDeck,Pool,MSSubClass,OverallCond
72,845,0,2,0,2,0,360,2,1987.0,845,1,7599,69.0,0,6,0,0,0,0,129500,845,1982,2006,2007,1690,2,RL,Reg,Corner,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,6
73,885,833,2,1,3,1,427,2,1998.0,1718,1,10141,74.0,0,12,0,0,94,291,185000,832,1998,1998,2009,2550,4,RL,IR1,Corner,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,N,N,60,5
74,1086,0,2,0,3,0,490,2,1989.0,1086,1,10200,85.0,0,5,0,0,0,0,144900,1086,1954,2003,2010,2172,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Gd,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,20,7
75,840,765,2,0,3,0,379,1,1915.0,1605,2,5790,60.0,0,5,0,202,0,0,107400,840,1915,1950,2010,2445,5,RM,Reg,Corner,OldTown,Norm,1Fam,2Story,Gambrel,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Gd,N,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,6
76,526,462,2,0,2,0,297,1,1973.0,988,1,1596,21.0,0,11,0,0,101,0,91000,462,1973,1973,2009,1450,3,RM,Reg,Inside,MeadowV,Norm,Twnhs,SLvl,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,TA,Y,SBrkr,TA,BuiltIn,Unf,Y,WD,Normal,N,Y,N,180,5
77,952,0,1,0,2,0,283,1,1956.0,952,1,8475,70.0,0,4,0,0,0,0,135750,952,1956,1956,2008,1904,2,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Ex,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,7
78,1072,213,2,0,2,0,240,1,1948.0,1285,1,8635,50.0,0,1,0,0,0,0,127000,672,1948,2001,2008,1957,4,RM,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,5
79,1768,0,2,0,4,0,0,0,1979.0,1768,2,10778,72.0,0,4,0,0,0,0,136500,1768,1968,1968,2010,3536,4,RL,Reg,Inside,Sawyer,Norm,Duplex,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,TA,N,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,90,5
80,682,548,1,1,2,0,440,2,1966.0,1230,1,10440,60.0,0,5,0,128,0,0,110000,440,1910,1981,2009,1670,3,RM,Reg,Corner,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Gd,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,Y,N,50,6
81,1182,960,2,1,4,1,509,1,1968.0,2142,1,13000,100.0,0,6,0,0,72,252,193500,896,1968,1968,2009,3038,4,RL,Reg,Corner,NAmes,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,TA,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,N,N,60,6
82,1337,0,3,0,2,0,405,2,1998.0,1337,1,4500,32.0,0,3,0,0,199,0,153500,1237,1998,1998,2006,2574,3,RM,Reg,FR2,Mitchel,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Ex,Y,SBrkr,TA,Attchd,Fin,Y,WD,Normal,Y,N,N,120,5
83,1563,0,2,0,3,1,758,3,2007.0,1563,1,10206,78.0,0,10,0,0,99,0,245000,1563,2007,2007,2008,3126,3,RL,Reg,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
84,1065,0,1,1,3,0,461,2,1974.0,1065,1,8892,80.0,0,7,0,0,0,0,126500,1065,1960,1960,2007,2130,3,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Gd,Y,SBrkr,TA,Detchd,Unf,Y,COD,Normal,Y,Y,N,20,5
85,804,670,2,1,3,1,400,2,1995.0,1474,1,8530,70.0,700,5,0,0,72,0,168500,384,1995,1996,2009,1858,4,RL,IR1,Inside,Gilbert,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,TA,BuiltIn,Fin,Y,WD,Normal,Y,Y,N,80,5
86,1301,1116,2,1,4,1,462,2,1991.0,2417,1,16059,121.0,0,4,0,0,82,0,260000,1288,1991,1992,2006,3705,5,RL,Reg,Corner,NoRidge,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Unf,Y,WD,Normal,Y,Y,N,60,5
87,684,876,2,1,3,1,400,2,2005.0,1560,1,11911,122.0,0,3,0,0,38,0,174000,684,2005,2005,2009,2244,3,RL,IR2,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,BuiltIn,Fin,Y,WD,Normal,N,Y,N,60,5
88,612,612,2,1,2,0,528,2,2009.0,1224,1,3951,40.0,0,6,0,0,234,0,164500,612,2009,2009,2009,1836,2,FV,Reg,Corner,Somerst,Norm,TwnhsE,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Detchd,RFn,Y,New,Partial,Y,N,N,160,5
89,1013,0,1,0,2,0,0,0,1979.0,1526,1,8470,105.0,0,10,0,156,0,0,85000,1013,1915,1982,2009,2539,4,C (all),IR1,Corner,IDOTRR,Feedr,1Fam,1.5Fin,Hip,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,Unf,TA,N,SBrkr,Fa,Attchd,Unf,N,ConLD,Abnorml,N,N,N,50,2
90,990,0,2,0,3,0,0,0,1979.0,990,1,8070,60.0,0,8,0,0,0,0,123600,990,1994,1995,2007,1980,2,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,20,5
91,1040,0,1,0,2,0,420,2,1950.0,1040,1,7200,60.0,0,7,0,0,29,0,109900,0,1950,1950,2006,1040,2,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,BrkFace,Wd Sdng,None,TA,TA,Slab,TA,TA,No,Unf,TA,Y,FuseA,TA,Detchd,Unf,Y,WD,Normal,N,N,N,20,5
92,1235,0,1,0,2,0,480,2,1961.0,1235,1,8500,85.0,0,12,0,0,0,0,98600,1235,1961,1961,2006,2470,4,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Abnorml,Y,N,N,20,3
93,964,0,2,0,2,0,432,2,1921.0,964,1,13360,80.0,0,8,0,44,0,0,163500,876,1921,2006,2009,1840,3,RL,IR1,Inside,Crawfor,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,30,7
94,1260,1031,2,1,4,1,506,2,1900.0,2291,2,7200,60.0,0,11,0,0,0,99,133900,1214,1910,1998,2007,3505,5,C (all),Reg,Corner,OldTown,Norm,2fmCon,2.5Unf,Hip,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Rec,Ex,N,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,190,6
95,905,881,3,1,3,0,684,2,1997.0,1786,1,9337,69.0,0,5,0,0,162,0,204750,824,1997,1997,2007,2610,4,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,60,5
96,680,790,2,1,3,1,420,2,1993.0,1470,1,9765,70.0,480,4,0,0,63,0,185000,680,1993,1993,2009,2150,3,RL,IR2,Corner,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Gd,Y,SBrkr,TA,BuiltIn,Fin,Y,WD,Normal,Y,Y,N,60,8
97,1588,0,2,0,3,0,472,2,1999.0,1588,1,10264,78.0,0,8,0,0,29,0,214000,1588,1999,1999,2006,3176,3,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
98,960,0,2,0,3,0,432,1,1965.0,960,1,10921,73.0,0,5,0,0,0,0,94750,960,1965,1965,2007,1920,3,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,TA,Y,FuseF,TA,Attchd,Fin,P,WD,Normal,Y,Y,N,20,5
99,835,0,1,0,2,0,366,1,1920.0,835,1,10625,85.0,400,5,0,77,0,0,83000,458,1920,1950,2010,1293,3,RL,Reg,Corner,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Fa,N,SBrkr,TA,Basment,Unf,Y,COD,Abnorml,N,N,N,30,5
100,1225,0,2,1,3,0,0,0,1979.0,1225,1,9320,77.0,400,1,0,0,0,0,128950,950,1959,1959,2010,2175,3,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Fa,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,5
101,1610,0,3,0,3,2,480,2,1977.0,1610,1,10603,70.0,0,2,0,0,68,0,205000,1610,1977,2001,2010,3220,3,RL,IR1,Inside,NWAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Gd,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,7
102,977,755,2,1,3,1,476,2,1985.0,1732,1,9206,77.0,0,6,0,0,46,0,178000,741,1985,1985,2010,2473,4,RL,Reg,Inside,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,TA,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,5
103,1535,0,2,0,4,0,410,2,1979.0,1535,2,7018,64.0,0,6,0,0,0,0,118964,0,1979,1979,2009,1535,4,RL,Reg,Inside,SawyerW,Norm,Duplex,1Story,Gable,HdBoard,HdBoard,None,TA,Fa,Slab,TA,TA,No,Unf,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Alloca,N,N,N,90,5
104,1226,0,2,0,3,0,740,3,2009.0,1226,1,10402,94.0,0,5,0,0,36,0,198900,1226,2009,2009,2010,2452,3,RL,IR1,Corner,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,20,5
105,1226,592,1,1,4,2,240,1,1951.0,1818,1,7758,70.0,0,6,0,0,0,184,169500,1040,1931,1950,2007,2858,3,RM,Reg,Corner,IDOTRR,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Ex,Y,FuseF,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,50,4
106,1053,939,2,1,3,1,648,2,2003.0,1992,1,9375,75.0,0,8,0,0,45,0,250000,1053,2003,2004,2008,3045,6,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
107,1047,0,1,0,2,0,273,1,1954.0,1047,1,10800,60.0,450,8,0,0,0,0,100000,641,1885,1995,2007,1688,4,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,Mansard,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Gd,Y,SBrkr,TA,Detchd,Unf,N,WD,Normal,N,N,N,30,7
108,789,0,1,0,2,0,250,1,1948.0,789,1,6000,50.0,0,4,0,0,0,0,115000,789,1948,1950,2008,1578,3,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,Detchd,Unf,Y,WD,Partial,N,N,N,20,5
109,997,520,2,0,3,0,0,0,1979.0,1517,1,8500,85.0,0,8,0,144,0,0,115000,793,1919,2005,2007,2310,4,RM,Reg,Corner,IDOTRR,Artery,1Fam,1.5Fin,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,TA,No,Unf,TA,N,FuseF,Fa,Attchd,Unf,N,WD,Normal,N,N,N,50,7
110,1844,0,2,0,3,1,546,2,1977.0,1844,1,11751,105.0,0,1,0,0,122,0,190000,1844,1977,1977,2010,3688,4,RL,IR1,Inside,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Ex,Y,SBrkr,TA,Attchd,RFn,Y,COD,Normal,Y,N,N,20,6
111,1216,639,2,0,4,0,325,1,1954.0,1855,1,9525,75.0,0,10,0,0,0,0,136900,994,1954,1972,2006,2849,3,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,Gd,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,50,4
112,774,656,2,1,3,1,400,2,2000.0,1430,1,7750,70.0,0,4,0,0,0,0,180000,384,2000,2000,2010,1814,4,RL,IR1,Inside,Gilbert,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,TA,BuiltIn,Fin,Y,WD,Normal,N,Y,N,80,5
113,1282,1414,3,1,4,1,792,3,2007.0,2696,1,9965,77.0,0,10,0,0,184,168,383970,1264,2007,2007,2007,3960,6,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Ex,BuiltIn,Fin,Y,New,Partial,Y,Y,N,60,5
114,2259,0,3,0,3,2,450,2,1953.0,2259,1,21000,70.0,0,10,0,192,120,0,217000,1809,1953,1953,2007,4068,4,RL,Reg,Corner,Crawfor,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,TA,Y,SBrkr,Gd,Basment,Unf,Y,COD,Abnorml,Y,Y,N,20,5
115,1436,884,3,1,3,1,180,1,1945.0,2320,1,7259,61.0,0,7,0,0,0,0,259500,1028,1945,2002,2007,3348,6,RL,IR1,Inside,Crawfor,Norm,1Fam,2Story,Gambrel,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,N,Y,N,70,8
116,729,729,2,1,2,1,440,2,1999.0,1458,1,3230,34.0,0,6,0,0,32,0,176000,729,1999,1999,2007,2187,3,FV,Reg,Corner,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,Y,N,N,160,5
117,1092,0,1,1,3,1,288,1,1962.0,1092,1,11616,70.0,0,9,0,144,20,0,139000,1092,1962,1962,2009,2184,3,RL,Reg,Inside,Sawyer,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,20,5
118,1125,0,1,1,2,0,430,2,2007.0,1125,1,8536,74.0,0,4,0,0,64,0,155000,1125,2006,2007,2007,2250,3,RL,Reg,Corner,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,TA,Attchd,Unf,Y,New,Partial,N,Y,N,20,5
120,728,728,2,1,3,1,390,2,2005.0,1456,1,8461,65.0,0,7,0,0,24,0,163990,728,2005,2006,2006,2184,5,RL,Reg,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,New,Partial,N,N,N,60,5
121,988,0,2,0,1,2,540,2,1969.0,988,1,21453,70.0,0,10,130,0,130,0,180000,938,1969,1969,2006,1926,3,RL,IR1,CulDSac,ClearCr,Norm,1Fam,SLvl,Flat,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Ex,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,N,N,80,5
122,772,351,1,0,3,0,264,1,1979.0,1123,1,6060,50.0,0,6,0,140,0,0,100000,732,1939,1950,2007,1855,1,RM,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Gd,Y,SBrkr,TA,Detchd,Unf,P,WD,Normal,N,N,N,50,5
123,1080,0,1,0,3,0,288,1,1958.0,1080,1,9464,75.0,0,6,0,0,0,130,136000,1080,1958,1958,2008,2160,2,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,Gd,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,N,N,20,7
124,1199,0,2,0,2,0,530,2,1993.0,1199,1,7892,55.0,0,3,0,0,63,0,153900,1199,1993,1993,2008,2398,3,RL,Reg,Inside,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,N,N,120,5
125,1586,0,2,0,3,1,435,2,1979.0,1586,1,17043,48.0,0,1,0,0,0,0,181000,1362,1979,1998,2009,2948,4,RL,IR1,CulDSac,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,Fa,No,Unf,TA,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,N,Y,N,20,5
126,520,0,2,0,2,0,0,0,1979.0,754,1,6780,60.0,0,6,0,0,0,0,84500,520,1935,1982,2006,1274,3,RM,Reg,Inside,IDOTRR,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Av,GLQ,Gd,N,SBrkr,TA,Attchd,Unf,N,WD,Normal,N,Y,N,190,8
127,958,0,2,0,2,1,440,2,1977.0,958,1,4928,70.0,0,2,0,0,205,0,128000,1078,1976,1976,2007,2036,3,RL,IR1,Inside,NPkVill,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,120,5
128,840,0,1,0,3,1,0,0,1979.0,840,1,4388,55.0,0,6,0,0,0,0,87000,672,1930,1950,2007,1512,2,RM,IR1,Inside,OldTown,Feedr,1Fam,1.5Unf,Gable,WdShing,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,LwQ,Ex,Y,SBrkr,TA,Attchd,Unf,N,WD,Normal,N,N,N,45,7
129,660,688,1,1,3,1,453,2,1966.0,1348,1,7590,69.0,0,7,0,0,108,0,155000,660,1966,1966,2006,2008,3,RL,Reg,Inside,NAmes,PosN,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,Y,N,60,5
130,1053,0,1,2,3,0,750,2,1998.0,1053,1,8973,69.0,0,7,180,0,80,0,150000,1008,1958,1991,2006,2061,3,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,TA,Y,FuseA,Ex,2Types,RFn,Y,WD,Abnorml,Y,N,N,20,7
131,1216,941,2,1,4,2,487,2,1966.0,2157,1,14200,88.0,0,5,0,0,66,0,226000,924,1966,1966,2006,3081,4,RL,Reg,Corner,NAmes,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,6
132,1022,1032,3,1,3,1,390,2,2000.0,2054,1,12224,70.0,0,7,0,0,48,0,244000,992,2000,2000,2009,3046,4,RL,IR1,Corner,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,BuiltIn,RFn,Y,WD,Normal,Y,Y,N,60,5
133,1327,0,2,0,3,0,624,2,1974.0,1327,1,7388,75.0,0,7,0,0,0,0,150750,1063,1959,2002,2007,2390,4,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,Gd,Detchd,Unf,Y,WD,Normal,N,N,N,20,6
134,1296,0,3,0,2,0,471,2,2001.0,1296,1,6853,70.0,0,6,0,0,25,0,220000,1267,2001,2002,2009,2563,4,RL,IR1,Inside,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,20,5
135,1721,0,2,1,3,1,440,2,1968.0,1721,1,10335,78.0,0,7,0,180,96,0,180000,1461,1968,1993,2006,3182,4,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,N,N,N,20,6
136,1682,0,2,0,3,1,530,2,1970.0,1682,1,10400,80.0,0,5,0,0,0,0,174000,1304,1970,1970,2008,2986,4,RL,Reg,Inside,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Gd,Y,SBrkr,TA,Attchd,Unf,Y,WD,Normal,Y,Y,N,20,6
137,1214,0,2,0,3,1,318,1,1967.0,1214,1,10355,70.0,0,7,0,0,111,0,143000,1214,1967,1967,2007,2428,2,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Attchd,RFn,Y,WD,Normal,Y,N,N,20,5
138,1959,0,3,0,5,0,766,3,1989.0,1959,2,11070,82.0,0,7,0,0,0,0,171000,1907,1988,1989,2006,3866,4,RL,Reg,Inside,Mitchel,Norm,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Gd,Y,SBrkr,TA,2Types,Unf,Y,WD,Family,Y,N,N,90,5
139,1004,848,2,1,3,2,660,3,1999.0,1852,1,9066,73.0,0,12,0,0,106,0,230000,1004,1999,2000,2008,2856,4,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,Y,Y,N,60,5
140,928,836,3,1,3,0,470,2,1997.0,1764,1,15426,65.0,0,8,0,0,99,0,231500,928,1997,1997,2009,2692,4,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,N,Y,N,60,5
141,864,0,1,0,3,1,0,0,1979.0,864,1,10500,70.0,0,4,0,0,0,0,115000,864,1971,1971,2010,1728,2,RL,Reg,FR2,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Attchd,Unf,Y,ConLI,Normal,N,N,N,20,5
142,1734,0,3,0,3,0,660,2,2005.0,1734,1,11645,78.0,0,1,0,0,24,0,260000,1734,2005,2005,2006,3468,4,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,Attchd,Fin,Y,WD,Normal,N,Y,N,20,5
143,910,475,2,0,4,0,720,2,2000.0,1385,1,8520,71.0,0,6,0,0,0,0,166000,910,1952,1952,2010,2295,2,RL,Reg,Corner,NAmes,Artery,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,None,TA,Fa,CBlock,TA,TA,No,Rec,Fa,Y,SBrkr,TA,Detchd,Unf,Y,WD,Normal,N,N,N,50,4
144,1501,0,3,0,3,0,577,2,1999.0,1501,1,10335,78.0,0,6,0,0,29,0,204000,1490,1999,1999,2009,2991,3,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,Attchd,RFn,Y,WD,Normal,Y,Y,N,20,5
